Xano ID,Xano Full Name,Xano Child,Xano Children IDs,Xano IsParent,Xano Location,Stripe Customer ID,Xano QuickBooks ID (Current),Xano Subscription ID,QBO Customer ID (AI),QBO Name (AI),AI Confidence,QBO Customer ID (FINAL),QBO Name (FINAL),Notes
244,1-800 Water Damage of Cincinnati & Dayton,False,,False,"Fredericksburg, VA",cus_Oo5tPHfgk7JD6j,1142,0,1142,1-800 Water Damage of Cincinnati & Dayton,EXISTING,,,
215,1-800 Water Damage of Gilbert,False,,False,Gilbert AZ,cus_OXzbY7jRCyp3vu,997,0,997,1-800 Water Damage of Gilbert,EXISTING,,,
322,1-800 Water Damage of Murrieta/Temecula,,,False,"Murrieta/Temecula, California",cus_PkwVIKGrRAbXA2,1216,0,1216,1-800 Water Damage of Murrieta/Temecula,EXISTING,,,
282,1-800 Water Damage of North Dakota,True,,False,"Ann Arbor,North Dakota ",cus_PT0l7cAYTfuw8G,304,0,304,1-800 Water Damage of North Dakota,EXISTING,,,
189,1-800 Water Damage of Southern Passaic County,False,,False,"Southern Passaic, NJ",cus_OBTjNqF4k5Mwkq,950,2,950,1-800 Water Damage of Southern Passaic County,EXISTING,,,
431,1-800 Water Damage of WA and OR,,,False,",",cus_RzBsKz9xcQOFI5,67,0,1507,1-800 Water Damage of WA and OR,100%,,,
268,1-800 Water Damage of West San Jose and Sunnyvale,False,,False,"Sunnyvale, CA",cus_P8ljHoUxoqpbv0,1192,0,1192,1-800 Water Damage of West San Jose and Sunnyvale,EXISTING,,,
1,2nd Best Restoration,False,,False,Paris,cus_QEEZyICGuaMUcO,,12,,,,,,
390,911 Restoration NWI,,,False,",",cus_QXykB3tbPYM8Ma,,0,1373,911 Restoration NWI,100%,,,
168,"911 Restoration of Ventura, Santa Barbara, & San Luis Obispo",False,,False,",",cus_Nx1Ar0iMa3zKWQ,883,0,883,"911 Restoration of Ventura, Santa Barbara, & San Luis Obispo",EXISTING,,,
338,A Plus Cleaning & Restoration Inc.,,,False,"Childersburg, Alabama",cus_Q1MMmniOWZroia,701,0,701,A Plus Cleaning & Restoration Inc.,EXISTING,,,
415,A-1 Rapid Response Restoration,,,False,",",cus_RDBNk4mROl5gIu,,0,1401,A-1 Rapid Response Restoration,100%,,,
293,A1 Quality,,,False,"Shepherdsville, Kentucky",cus_PURaTTR54CMQOh,1272,13,1272,A1 Quality,EXISTING,,,
124,AAAA Retail Test,False,,False,", ",cus_NRUtSmavPF7BV9,1229,0,1229,AAAA Retail Test,EXISTING,,,
72,AACTION Home Repairs & Restoration,False,,False,Maryland,cus_OaVM93LdjvDAbO,1075,0,1075,AACTION Home Repairs & Restoration,EXISTING,,,
122,ABC Contracting Pros,True,,False,"Tamp, Florida",cus_NRQTdpcQ4kaxq7,,0,,,,,,
174,APR Restoration and Commercial Development,False,,False,"Raleigh, NC",cus_O0fEEjf7WIitZH,920,14,920,APR Restoration and Commercial Development,EXISTING,,,
24,ARC Services,False,,False,"Las Vegas, Nevada",cus_MDPsaEYALwNKIY,1069,14,1069,ARC Services,EXISTING,,,
261,ARI Construction,False,,False,"Webster, Texas",cus_P0kV7WpAqW7oWJ,1164,3,1164,ARI Construction,EXISTING,,,
366,"ASA-MMP Construction Partners, LLC",,,False,"Lorton,VA",cus_QNRlfZe7gRZ78G,1342,0,1342,"ASA-MMP Construction Partners, LLC",EXISTING,,,
272,Absolute Design Solution,,,False,"Edgewater,MD",cus_PDeFSdcsNP93ki,1193,0,1193,Absolute Design Solution,EXISTING,,,
398,AbsolutelyDry,False,,False,Indiana,cus_QpyY4AN8xmbRjd,,0,1380,AbsolutelyDry,100%,,,
23,Accent Property Restoration,False,,False,Wisconsin,cus_MDPszXTi1AD5xF,193,0,193,Accent Property Restoration,EXISTING,,,
177,Advanced Disaster Recovery,False,,False,"New Hampton, NY",cus_O1o2s4YHsOKgIK,918,0,918,Advanced Disaster Recovery,EXISTING,,,
105,AirCare Environmental Services,False,,False,Connecticut,cus_NADV6IQuCC3seV,890,0,890,AirCare Environmental Services,EXISTING,,,
279,All Done Construction,,,False,",Austin, TX",cus_PMaFAuDWiJgP1W,1247,0,1247,All Done Construction,EXISTING,,,
86,All Restored Inc,False,,False,Delaware,cus_MePMmFOTgMOUot,557,2,557,All Restored Inc,EXISTING,,,
192,Allied Restoration,False,,False, West Covina CA,cus_OFZhFiKAvVg92b,955,0,955,Allied Restoration,EXISTING,,,
237,Alpha Environmental,False,,False,"Beaverton, OR",cus_OjD9zkYQszbSuG,1072,5,1072,Alpha Environmental,EXISTING,,,
358,Alvarez Restoration and Construction,,,False,"Central Point,OR",cus_QH57WARkBl8MXr,1334,0,1334,Alvarez Restoration and Construction,EXISTING,,,
254,AmeriTribe,False,,False,"Chesapeake, VA",cus_OvaS7v3FkHxrvm,1160,0,1160,AmeriTribe,EXISTING,,,
317,"Apex Builders, Inc",,,False,"Portland, OR",cus_PiORlJ45wdTM2n,1244,0,1244,"Apex Builders, Inc",EXISTING,,,
140,Aquafirst WA,False,,False,Florida,cus_NcFotGvGaefucT,1196,0,1196,Aquafirst WA,EXISTING,,,
225,Asap Restoration,False,,False,"Atlanta, GA",cus_OcrFz9xpCQjyoF,1023,0,1023,Asap Restoration,EXISTING,,,
357,Atlantic Restoration & Remodeling Group,True,,False,"New Britain,New Britain, CT",cus_QF9BV7EBGJMGJ5,1333,0,1333,Atlantic Restoration & Remodeling Group,EXISTING,,,
155,B&G Excavation and Plumbing,False,,False,"Damascus, Oregon",cus_NpjbsVKnPX6oBU,865,13,865,B&G Excavation and Plumbing,EXISTING,,,
187,BISON Restoration Services,False,,False,"Oklahoma City, OK",cus_O9bOrOvY99mnY1,1194,0,1194,BISON Restoration Services,EXISTING,,,
449,BMS CAT,False,,False,"Haltom City, Texas",cus_T7xx7gcT84Wliq,,14,,,,,,
380,BOR of Tulsa,True,,False,"Tulsa, OK",,,0,,,,,,
287,Beacon Restoration,,,False,"Winter Park,FL",cus_PTiJNl2jJ9D4RG,1268,0,1268,Beacon Restoration,EXISTING,,,
408,Best Option Restoration of Montgomery County ,,,False,"Ambler, PA",cus_QzML9ElwwBTkkH,,12,1392,Best Option Restoration of Montgomery County,100%,,,
12,Big Red Restoration,False,,False,Kentucky,,1195,0,1195,Big Red Restoration,EXISTING,,,
163,Blake Services,False,,False,"Placentia, CA",cus_NuerY0zsKsq8qy,884,0,884,Blake Services,EXISTING,,,
9,BluSky Restoration (frmly Liberty),False,,False,Utah,cus_MDPvTpJza9PdKu,574,0,574,BluSky Restoration (frmly Liberty),EXISTING,,,
160,Blue Dot Restoration,True,,False,", NY",cus_NrIQ4BGVw3OlRs,858,0,858,Blue Dot Restoration,EXISTING,,,
257,Blue Line Home Contractors,False,,False,"Wyckoff, NJ",cus_OyFRB8mm9quKCj,1159,2,1159,Blue Line Home Contractors,EXISTING,,,
230,Blue Line Restoration LLC,False,,False,", ",cus_OfTu1Lg5maSchx,1027,0,1027,Blue Line Restoration LLC,EXISTING,,,
40,BlueBear,False,,False,New York,cus_MzjzaydUj6N47j,36,0,36,Blue Bear Restoration,EXISTING,,,
369,BlueTeam,False,,False,"Deerfield Beach, FL",cus_QNU6ppZYHjdsfQ,1347,0,1347,BlueTeam,EXISTING,,,
135,Bravo Restoration,False,,False,California,cus_NXqkNNt57semT8,138,0,138,Bravo Restoration,EXISTING,,,
8,Buffalo Restoration,True,,False,Montana,cus_MDPuwOvU8w8sjl,573,0,573,Buffalo Restoration,EXISTING,,,
204,"Bull Matrix, LLC",False,,False,"Lehi, UT",cus_OOH2BmUAyspT0d,991,0,991,"BULL MATRIX, LLC",EXISTING,,,
92,CMB Here to Help,False,,False,"Fort Wayne, Indiana",cus_MmfCjWBHINMVJg,773,2,773,CMB Here to Help,EXISTING,,,
425,Capital Renovation LLC ,,,False,"Little Rock ,AR",cus_RWQ3CfdCEE87zz,,0,1416,Capital Renovation LLC,100%,,,
13,Case Restoration Co,False,,False,Tennessee,cus_MD8lu7F0GsHpN5,882,0,882,Case Restoration Co,EXISTING,,,
201,Castle One Rotary Steam Carpet Restoration,False,,False,"Memphis, TN",cus_OMrFyTYLlkzPqD,964,0,964,Castle One Rotary Steam Carpet Restoration,EXISTING,,,
113,Cinergy Restoration,True,,False,Florida,cus_NKH38UrsC4YrUo,767,0,767,Cinergy Restoration,EXISTING,,,
260,Clean,False,,False,"Tamp, Fal",cus_P0Nh1rEHvlnm4F,1177,0,1177,Clean,EXISTING,,,
5,Coastal Restoration,False,,False,Oregon,cus_MDPusyJ3lZaFSY,575,0,575,Coastal Restoration,EXISTING,,,
323,Coit Cleaning and Restoration of Delaware,,,False,"Claymont, Delaware",cus_Pma0xeyXfLCUmC,1245,2,1245,Coit Cleaning and Restoration of Delaware,EXISTING,,,
344,Coit Cleaning and Restoration of Minneapolis,,,False,MN,cus_Q43XfNOZtxsJvR,475,0,475,Coit Cleaning and Restoration of Minneapolis,EXISTING,,,
246,Coit Services of Reno,False,,False,"Reno, NV",cus_Oo9052f3Q1YeNh,1081,0,1081,Coit Services of Reno,EXISTING,,,
377,Complete Construction Utah,,,False,"Sandy,UT",cus_QUXm70SESJaLHI,1352,0,1352,Complete Construction Utah,EXISTING,,,
404,Complete Contractor Services,,,False,"Columbia,SC",cus_Qx2aQmODv4tNej,,13,1386,Complete Contractor Services,100%,,,
428,Construemax Property Restoration,,,False,"Orlando,Florida",cus_RfJnUY4fte1nEd,64,0,64,Sunrise on the ridge llc,EXISTING,,,
300,Copper Creek Construction,,,False,"Las Vegas,NV",cus_PYUdGVuYSXQ9rP,1280,0,1280,Copper Creek Construction,EXISTING,,,
41,Core Clean Services,False,,False,n/a,cus_MoXCNCc8og4Aam,1175,0,1175,CORE Clean Services,EXISTING,,,
270,Coyote Restoration,False,,False,"Fort Worth, TX",cus_PBmY7crEOTEJOy,1206,0,1206,Coyote Restoration LLC,EXISTING,,,
232,"DCV Restoration, LLC",False,,False,"Lake Worth, FL",cus_OgaxSLz71rBBCH,1031,0,1031,"DCV Restoration, LLC",EXISTING,,,
59,DKI Restotech,False,,False,California,cus_MDPuLoJ4fW2YmI,607,0,607,DKI Restotech,EXISTING,,,
328,DLW Disposal Services,,,False,"Detroit,MI",cus_PrezBsxlh0Hqhy,1204,0,1204,DLW Disposal Services,EXISTING,,,
443,"DRYmedic of Franklin, TN",,,False,"Franklin, Tennessee",cus_Sk1d0P1ABja6td,,13,,,,,,
330,Dansel Restoration,,,False,"San Jose, California",cus_PwDYR8yemDNNnj,1304,13,1304,Dansel Restoration,EXISTING,,,
125,Diana’s General construction,False,,False,Arizona,cus_NRVeGwvxryzRpO,,0,,,,,,
108,Donan,False,,False,Kentucky,cus_NCTxx8ve17upKu,855,0,855,Donan,EXISTING,,,
438,Dry by Design,,,False,"Indianapolis, Indiana",cus_SRGl5dukTfJkU5,,13,1536,Dry by Design,100%,,,
245,"E C Construction, LLC",False,,False,"Reno, NV",cus_Oo8jsFvnrE6jQ9,1082,0,1082,"E C Construction, LLC",EXISTING,,,
141,EMS Restoration and Construction,False,,False,"Corona, CA",cus_Ncglv8WMRCdAGp,813,0,813,EMS Restoration and Construction,EXISTING,,,
345,Elite Clean Restoration,,,False,"Greenwood, IN",cus_Q7nSExgJc3cjSM,1320,0,1320,Elite Clean Restoration,EXISTING,,,
112,Elite2Therescue,True,,False,New York,cus_NJWfXY6nUS7QsV,1350,0,1350,Elite2Therescue,EXISTING,,,
49,"Emergency Response Services, INC (ERSI)",False,,False,Michigan,cus_MDPuQeC987OyPX,820,0,820,Emergency Response Services,EXISTING,,,
242,Emergency Service Group 2 Inc,False,,False,Unknown,cus_Omwc673HcGqPQh,538,0,538,"Emergency Service Group, Inc.",EXISTING,,,
241,FP Property Restoration,True,,False,"Fort Myers, FL",cus_Olmwu33xrR53qD,1079,0,1079,FP Property Restoration,EXISTING,,,
403,FRSTeam,False,,False,Maryland,cus_QvbqtWLVMmD1dW,,0,1408,FRSTeam,100%,,,
349,Farha Roofing,False,,False,"Wichita, KS",cus_QAK8nd0tsCWkhZ,1323,0,1323,Farha Roofing,EXISTING,,,
347,Faulkner Restoration INC.,,,False,"Greenwood, Indiana",cus_Q9FtYbOFdhEc8A,1321,5,1321,FAULKNER RESTORATION INC.,EXISTING,,,
375,Fennell Construction,,,False,"Andover,MA",cus_QUV1OE1JdzT1ah,1353,14,1353,Fennell Construction,EXISTING,,,
6,Five Star Restoration,False,,False,Washington,cus_MDPvZPBSBNuLnd,593,0,593,Five Star Restoration,EXISTING,,,
311,Flood Response,True,,False,"Legrand, Columbia",,,0,,,,,,
222,Forerunnerrestoration,False,,False,"Sherwood, AR",cus_OcVi2yq9Y7WIBl,1021,0,1021,Forerunnerrestoration,EXISTING,,,
87,Forte Construction,False,,False,Florida,cus_MfqzbEmNJfKtpC,398,0,398,Forte Construction,EXISTING,,,
429,Fresno Sierra Contractors,,,False,"Fresno,CA",cus_Rj5ZtO6yq5Wp55,65,0,1500,Fresno Sierra Contractors,100%,,,
42,Frontier Builders (Formerly Rainbow KY),False,,False,Kentucky ,cus_MDQEyi1RSVQ3au,582,0,582,Frontier Builders (Formerly Rainbow KY),EXISTING,,,
106,Frontier Services Group,True,,False,Texas,cus_NCRCvrZD94Xlup,688,0,688,Frontier Services Group,EXISTING,,,
181,Fusion Flood & Fire,False,,False,"El Canon, CA",cus_O3MEIhcsu9sgPc,934,0,934,Fusion Flood & Fire,EXISTING,,,
63,G.W. Savage Corp.,False,,False,Vermont,cus_MDPvuOWQdlo8VT,596,0,596,G.W. Savage Corp.,EXISTING,,,
176,G2Restores,False,,False,TX,cus_O1irzEWPQRS3CC,925,0,925,G2Restores,EXISTING,,,
85,GDM Consulting Inc,True,,False,California,cus_Mc9ZJ4zzozZGDp,583,0,583,GDM Consulting Inc,EXISTING,,,
88,GLR Contractors,False,,False,Ohio,cus_OFFmRnRpBQ3r3k,399,0,399,GLR Contractors,EXISTING,,,
421,Geek Construction Team,,,False,"Ashville,North Carolina",cus_RHi9WRCdWwN1bT,,0,1407,Geek Construction Team,100%,,,
253,Greater Dayton Construction Group,False,,False,"Dayton, Ohio",cus_OvFjtEKvHP7HmX,1140,5,1140,Greater Dayton Construction Group,EXISTING,,,
238,H2O Drying Solutions,False,,False,"Charlotte, NC",cus_Ol40INW0ip8KZY,1077,0,1077,H2O Drying Solutions,EXISTING,,,
198,"Harper's Special Services, Inc.",False,,False,"Savannah, GA",cus_ONqtINslO9QTeK,993,0,993,"Harper's Special Services, Inc.",EXISTING,,,
110,Haven Builders of Minnesota,False,,False,Minnesota,cus_NF1XQXcNiT5NuN,766,0,766,Haven Builders of Minnesota,EXISTING,,,
290,High Caliber Restoration,,,False,"Mansfield, Texas",cus_PU7JmqRoo1oRr0,1274,2,1274,High Caliber Restoration,EXISTING,,,
185,Hillier Restoration,False,"148,66,68,7",True,Texas,cus_MDPyyOI9GhGZIe,930,0,930,Hillier Restoration,EXISTING,,,
359,HomeLyft,False,,False,"Gulfport, Mississippi",cus_QHQtlvFG4ncts7,1335,13,1335,HomeLyft,EXISTING,,,
427,Houck Services,,,False,"Hubert,NC",cus_RZ9WaCodReE33c,,0,1493,Houck Services,100%,,,
376,Hydro Clean,,,False,"Baltimore,Maryland",cus_QUWZGyYErwp6yX,1354,0,1354,Hydro Clean,EXISTING,,,
309,INTACT (Parent),,"311,310",True,",",cus_PgNqgSmNNezSh7,1291,0,1291,INTACT (Parent),EXISTING,,,
353,ION Solar,False,,False,"Provo, UT",cus_QD0KkymIesbjfY,1327,0,1327,ION Solar,EXISTING,,,
217,"IPM Construction, Restoration and Painting",False,,False,"Albuquerque, NM",cus_OYf0RIS5bSJsE2,1018,0,1018,"IPM Construction, Restoration and Painting",EXISTING,,,
402,Invictus Mitigation,,,False,"Hudson, FL",cus_Qv8QNxQERuZfem,,0,1385,Invictus Mitigation,100%,,,
273,JN Construction,,,False,"Mansfield,OH",cus_PEjFKF0dMZBvsQ,1208,0,1208,JN Construction,EXISTING,,,
445,Jasper Benson Restoration,,,False,"American Fork, Utah",cus_Sp9WaLblD8Haz8,,13,1278,Stephenson Restoration,81%,,,
10,Jenkins Restoration - Austin,True,,False,Texas,,196,0,196,Jenkins Restoration,EXISTING,,,
91,Jenkins Restoration - National Response Team,True,,False,Nationally(Corporate),cus_MmfA7w5xrUYrBP,420,0,420,Jenkins Restoration - National Response Team,EXISTING,,,
156,K-Tech Kleening Systems Inc.,False,,False,Wisconsin,cus_NpjkR0q7zvOEoG,864,0,864,K-Tech Kleening Systems Inc.,EXISTING,,,
61,Kennedy Restoration,False,,False,Oregon,cus_QBwXvyovvwiV48,299,8,299,Kennedy Restoration,EXISTING,,,
381,Kings Renovations,False,,False,",",cus_QZXfegJyw9lGVo,1360,0,1360,Kings Renovations,EXISTING,,,
289,Kustom.US - Pasco,True,,False,Washington,,,2,,,,,,
302,Kustom.US - Pasco (Parent),,"289,301",True,"Pasco, Washington",cus_MDPvjWzIfbqB4P,421,2,421,Kustom.US - Pasco (Parent),EXISTING,,,
301,Kustom.US - Phoenix,True,,False,Phoenix,,,2,,,,,,
432,Lighthouse Disaster Services,,,False,"Baton Rouge,LA",cus_S0H6BhIkQuAiCq,68,0,1504,Lighthouse Disaster Services,100%,,,
11,MA Restoration,False,,False,Massachusetts,,245,0,245,MA Restoration,EXISTING,,,
126,Mammoth Restoration,False,,False,Arizona,cus_NS9vIhky3yJhv5,853,0,853,Mammoth Restoration,EXISTING,,,
56,Master Service Group,False,,False,Illinois,cus_MDPwxQpqC4j1rt,606,0,606,Master Service Group,EXISTING,,,
218,Matthew G. Wylie,False,,False,"Houston, TX",cus_Oavd1JDLEQs8ql,1020,0,1020,Matthew G. Wylie (mwylie@wylie-law.com),EXISTING,,,
444,MaxClean Restoration,,,False,"Colts Neck, New Jersey",cus_SoOB0AGHzJVf4o,,13,245,MA Restoration,82%,,,
220,McCabe Restoration,False,,False,"Memphis, Tennessee",cus_Oc81DUr3oDVn1Q,1068,14,1068,McCabe Restoration,EXISTING,,,
326,McDonald Equities,,,False,"Las Vegas, Nevada",cus_PpOTOmcg2JjqkN,50,0,50,McDonald Equities,EXISTING,,,
46,Mcmahon Services & Construction,False,,False,Illinois,cus_MDPxlvTIpOX1le,564,0,564,Mcmahon Services & Construction,EXISTING,,,
435,Monarch Restoration,,,False,"Louisville, Kentucky",cus_SOAztpUqTiWkC3,,13,1531,Monarch Restoration,100%,,,
233,Mr. Cleanz Restoration & Remodeling,False,,False,"Blue Springs, MO",cus_OgbqwfZIzNlBld,1030,0,1030,Mr. Cleanz Restoration & Remodeling,EXISTING,,,
234,N-Tier Disaster Restoration,False,,False,", ",cus_Oi9GtpHihBGHxj,1071,0,1071,N-Tier Disaster Restoration,EXISTING,,,
441,NE Building Company,,,False,"North Attleboro, Massachusetts",cus_SeIKwOfbzz1osI,,14,,,,,,
373,Nashville Construction Consultants,,,False,"Lebanon, tn",cus_QRM7ryHmwwELOU,1346,0,1346,Nashville Construction Consultants,EXISTING,,,
280,Nat-Cat,,,False,"Schaumburg, IL",cus_PRVPeeVUlWj3Ik,1264,0,1264,Nat-Cat,EXISTING,,,
111,National Catastrophe Restoration Inc.,False,,False,Kansas,cus_NHjJV1zKwkMoqn,915,0,915,National Catastrophe Restoration Inc.,EXISTING,,,
332,National Catastrophe Solutions,,,False,"Chicago, Illinois",cus_PyrbJbm6t87Rt6,474,5,474,National Catastrophe Solutions,EXISTING,,,
104,National Flood & Fire Network,False,"314,315,318",True,"Sandy, Utah",cus_NADGOYkawVdwnQ,694,5,694,National Flood & Fire Network,EXISTING,,,
314,National Flood & Fire Network - NJ,True,,False,New Jersey,,,5,694,National Flood & Fire Network,92%,,,
315,National Flood & Fire Network - TX,True,,False,Texas,,,5,694,National Flood & Fire Network,92%,,,
318,National Flood & Fire Network - UT,True,,False,Utah,,,5,694,National Flood & Fire Network,92%,,,
281,Neptune Restoration,,,False,"Virginia Beach, VA",cus_PRqXEA2Y7tq3da,1265,0,1265,Neptune Restoration,EXISTING,,,
416,New England Water Remediation,,,False,"Bedford,New Hampshire",cus_RDxhMR46Pq5XWH,,0,1402,New England Water Remediation,100%,,,
418,Next Day Roofing & Gutter Solutions,,,False,"Maineville,OH ",cus_RFSYlJLfmbSC4m,,0,1404,Next Day Roofing & Gutter Solutions,100%,,,
295,Northwest Restoration,,,False,"Aurora,OR",cus_PUVecl0WkROpfe,1270,0,1270,Northwest Restoration,EXISTING,,,
396,NuBilt Restoration & Construction,False,,False,"Denver, CO",cus_QnJAtv8ZDdJpMm,,0,1378,NuBilt Restoration & Construction,100%,,,
211,O So Kleen - CTR Lewiston,True,,False,"Lewiston, Idaho",,,5,,,,,,
210,O So Kleen - CTR Spokane,True,,False,"Spokane, Washington",,,5,,,,,,
208,O So Kleen - Hermiston,True,,False,"Hermiston, OR",,,5,,,,,,
224,O So Kleen Companies,False,"211,210,208",True,Oregon,cus_OShhIGioYezjg8,1066,0,1066,O So Kleen Companies,EXISTING,,,
384,Oklahoma Disaster Restoration,False,,False,"Tulsa, Oklahoma",cus_QeiSDmMBwHpvk4,,2,1366,Oklahoma Disaster Restoration,100%,,,
417,Omega Disaster Restoration,,,False,"Lynchburg, VA",cus_RFREQXA0Kyx60Q,,3,1403,Omega Disaster Restoration,100%,,,
350,OneRestore,False,,False,"Ocala, FL",cus_QAPXs4to4gXNA7,1324,0,1324,OneRestore,EXISTING,,,
205,Oracle Construction and Restoration,False,,False,"Sacramento, CA",cus_OPnRbNVOIEfozt,958,0,958,Oracle Construction and Restoration,EXISTING,,,
117,Oso Inspections and Testing,True,,False,Arizona,cus_NOSxQiChypVe4d,787,0,787,Oso Inspections and Testing,EXISTING,,,
97,PCAM Services Inc.,False,,False,Washington,cus_N1cNpoYPYBmiJW,690,0,690,PCAM Services Inc.,EXISTING,,,
433,PCM ,,,False,"Commerce,CA",cus_S1oVSAZfW8G51W,69,3,69,Rainbow International of McAllen,EXISTING,,,
266,PDES - ESTX18,False,,False,", ",cus_P8ciocQLe8fJsl,1173,0,1173,PDES - ESTX18,EXISTING,,,
133,PDR - AANC,False,,False,", ",cus_NX2eat2p0wC21v,761,0,761,PDR - AANC,EXISTING,,,
197,PDR - ASTX,False,,False,"Austin, Texas",cus_OHpdWeKITSgUJZ,952,3,952,PDR - ASTX,EXISTING,,,
183,PDR - BLMD,False,,False,", ",cus_O5sgmoX74eGEoz,922,0,922,PDR - BLMD,EXISTING,,,
89,PDR - BSMA/RDIS,False,,False,Massachusetts & Rhode Island ,cus_MlPf9LedY0jtMQ,603,0,603,PDR - BSMA/RDIS,EXISTING,,,
159,PDR - BTLA,False,,False,"Baton Rouge, LA",cus_NqTGLQhPOqJn4f,859,0,859,PDR - BTLA,EXISTING,,,
132,PDR - CDFW,False,,False,Texas,cus_NVdsEVIEHUvIb9,757,0,757,PDR - CDFW,EXISTING,,,
52,PDR - CENE,False,,False,Nebraska,cus_MDPxO6PQwz4SwF,589,0,589,PDR - CENE,EXISTING,,,
69,PDR - CHNC *rhsc*,True,,False,North Carolina,cus_Mwiam1hc42dLq1,,0,,,,,,
146,PDR - CLGA,False,,False,", ",cus_Nk6MolAoCdEcJw,817,0,817,PDR - CLGA,EXISTING,,,
182,PDR - CNMI,False,,False,"Bay City, MI",cus_O58Ec8mg3RZyfm,923,0,923,PDR - CNMI,EXISTING,,,
100,PDR - DNTX,False,,False,Texas,cus_N8mr1F0JP3dj4y,692,0,692,PDR - DNTX,EXISTING,,,
202,PDR - DPDE,False,,False,"Salisbury, MD",cus_ON46eKXRSvGBCI,963,14,963,PDR - DPDE,EXISTING,,,
167,PDR - DUVL,False,,False,", ",cus_NwQwbyIcTybfBf,881,0,881,PDR - DUVL,EXISTING,,,
169,PDR - ECIN,False,,False,", ",cus_NxDLrusGKWKLb6,878,0,878,PDR - ECIN,EXISTING,,,
157,PDR - ESCA16,False,,False,"Temecula, CA",cus_NptgqeWwdUkH0C,872,0,872,PDR - ESCA16,EXISTING,,,
26,PDR - ESFL,False,,False,Florida,,161,0,161,Paul Davis of the Gables,EXISTING,,,
84,PDR - ETMP,False,,False,Florida,,400,0,400,PDR - ETMP,EXISTING,,,
14,PDR - FCCO,False,,False,Colorado,cus_MDPxYc4kdovSPz,569,0,569,PDR - FCCO,EXISTING,,,
127,PDR - FCCT,False,,False,Connecticut,cus_NSbTj9sueUuzWV,758,0,758,PDR - FCCT,EXISTING,,,
79,PDR - FLSC *orla*,True,,False,Florida,,,0,,,,,,
355,PDR - GDCO,True,,False,Colorado,,,13,572,PDR - GDCO,100%,,,
27,PDR - GDCO (Migrated),True,,False,Colorado,,572,0,572,PDR - GDCO,EXISTING,,,
99,PDR - GFVA,False,,False,Virginia,cus_N7dIDAnELoVUXa,960,2,960,PDR - GFVA,EXISTING,,,
161,PDR - GPMI,False,,False,", ",cus_NsM3vcBJTHs9Sz,876,0,876,PDR - GPMI,EXISTING,,,
115,PDR - GRPS,False,,False,Philadelphia,cus_NMaJ0xYgn1XtV7,770,0,770,PDR - GRPS,EXISTING,,,
148,PDR - GRVA,True,,False,"Richmond, Virginia ",cus_NkuAdnBkH9Bhc3,856,0,856,PDR - GRVA,EXISTING,,,
73,PDR - GVSC,False,,False,South Carolina,cus_MDPxEAPCIJyGhc,586,0,586,PDR - GVSC,EXISTING,,,
120,PDR - GVWA,False,,False,Washington ,cus_NPbJImuqDbdCUc,686,0,686,PDR - GVWA,EXISTING,,,
114,PDR - HBCA,False,,False,California,cus_NMFtxo2WqYo8h4,,0,,,,,,
28,PDR - IACO,False,,False,Iowa,cus_MDQ1TPdquo1eMl,568,0,568,PDR - IACO,EXISTING,,,
414,PDR - IDAH,True,,False,Idaho,,,13,630,PDR - IDAH,100%,,,
94,PDR - IDAH (Migrated),False,,False,Idaho,cus_Mt1uAEF0r7jO2n,630,0,630,PDR - IDAH,EXISTING,,,
256,PDR - IECA,False,,False,"Inland Empire, CA ",cus_OxqJWphNpGHqyw,1161,0,1161,PDR - IECA,EXISTING,,,
66,PDR - KHTX*,True,,False,Houston,,,0,,,,,,
134,PDR - LANS,False,,False,"Lansing, MI",cus_NXPIiLhfY5DmLJ,762,0,762,PDR - LANS,EXISTING,,,
143,PDR - LDON,False,,False,"Fredericksburg, VA",cus_NfIPs9CVr2XI88,873,0,873,PDR - LDON,EXISTING,,,
